ruta_relativa,nombre,extension,tipo,corpus_inferido,tamano_bytes,tamano_humano,modificado,sha256,hash_omitido
data/raw/corpus_a/76001-23-31-000-2010-01623-01(52983)S.txt,76001-23-31-000-2010-01623-01(52983)S.txt,.txt,texto,sin_clasificar,99172,96.8 KB,2026-04-02T17:19:32,d5289f073dd2a9e64ca6ff84f8de117879f594efb46e495b769283a7b4d63d8d,False
data/raw/corpus_a/76001-2331-000-2010-00337-01(59269).txt,76001-2331-000-2010-00337-01(59269).txt,.txt,texto,sin_clasificar,50700,49.5 KB,2026-04-02T17:19:33,4f660754620bc1b2af57df5a6f8c9c486bfe07fbf7ca2127171ba5ebffec6d53,False
data/raw/corpus_a/81001-23-31-000-2010-00049-01(57280).txt,81001-23-31-000-2010-00049-01(57280).txt,.txt,texto,sin_clasificar,46961,45.9 KB,2026-04-02T17:19:35,59cc1616c75927e02afb27293a0a0ae094a444afe108d73336fe00d081af6fa4,False
data/raw/corpus_a/85001-23-31-000-2010-00177-02(51127).txt,85001-23-31-000-2010-00177-02(51127).txt,.txt,texto,sin_clasificar,46012,44.9 KB,2026-04-02T17:19:36,d17ee120debcc5a883699c3fa3b139bc414743384dd5b5dcfde47093adf8bbd7,False
data/raw/corpus_a/85001-23-31-000-2010-00178-01(47671).txt,85001-23-31-000-2010-00178-01(47671).txt,.txt,texto,sin_clasificar,473591,462.5 KB,2026-04-02T17:19:50,c9ff8bdede8d2e1e3437e12c1c7ff17b3cdefb8a7d47507ff979a889df91a43d,False
data/raw/corpus_a/85001-23-33-000-2013-00035-01(51388)_2.txt,85001-23-33-000-2013-00035-01(51388)_2.txt,.txt,texto,sin_clasificar,577016,563.5 KB,2026-04-02T17:20:01,b6a938455e3ae69502bf0edbd974533346b02d2255cd3f1aba6cbb64db263782,False
data/raw/corpus_a/85001-23-33-000-2014-00006-01(58751)A_1.txt,85001-23-33-000-2014-00006-01(58751)A_1.txt,.txt,texto,sin_clasificar,118050,115.3 KB,2026-04-02T17:10:16,63e9fb7c05ffb1b5716ed20ffc5b4b2ab699fec521212b9aafcacf2d3925262e,False
data/raw/corpus_a/AC4689-2017 (2014-00113-01).txt,AC4689-2017 (2014-00113-01).txt,.txt,texto,sin_clasificar,27522,26.9 KB,2026-04-03T18:18:17,b78c9da966a7cd6368cce61dc0c36bb72d6621efed42273a15a612fe103a8747,False
data/raw/corpus_a/AP1007-2017(44180).txt,AP1007-2017(44180).txt,.txt,texto,sin_clasificar,19571,19.1 KB,2026-04-03T18:18:18,8717cedc9d10da68e0e4d45980c6fc9cfed0873f4e145ce9989c0ba10587b87a,False
data/raw/corpus_a/AP1018-2016(45852).txt,AP1018-2016(45852).txt,.txt,texto,sin_clasificar,36690,35.8 KB,2026-04-03T18:18:20,e176c79b64e278da27d07b16fb02659010be26e095a99729ce01a347c15d0d2d,False
data/raw/corpus_a/AP1028-2017(48489).txt,AP1028-2017(48489).txt,.txt,texto,sin_clasificar,41921,40.9 KB,2026-04-03T18:18:21,a1e55591c59e02a8e2a922c4079fa098b846fc076dfc677b622e949bcd7ef86f,False
data/raw/corpus_a/AP1043-2018(50597).txt,AP1043-2018(50597).txt,.txt,texto,sin_clasificar,14721,14.4 KB,2026-04-03T18:18:22,9dced022f1058c02babfca66b3ae4f36157c8a0c586a16a395e30844ff6e8238,False
data/raw/corpus_a/AP1580-2014(42789).txt,AP1580-2014(42789).txt,.txt,texto,sin_clasificar,26592,26.0 KB,2026-04-03T18:18:23,054bc0df6c9f3f4450ad8593005d4856c62ee2ffbb5cfa1a03dae7fc4625095f,False
data/raw/corpus_a/AP1594-2014(40210).txt,AP1594-2014(40210).txt,.txt,texto,sin_clasificar,13455,13.1 KB,2026-04-03T18:18:24,a1e59d9d095cb05cd1ae47d39c968d8aed34eb65c45991c46c8c2d57da59b77e,False
data/raw/corpus_a/AP1621-2014(41267).txt,AP1621-2014(41267).txt,.txt,texto,sin_clasificar,11516,11.2 KB,2026-04-03T18:18:26,7ce6b1ee02730153977efb296880d5a80aa98763b95c1aff606b0e571cb57cd7,False
data/raw/corpus_a/AP1677-2016(44670).txt,AP1677-2016(44670).txt,.txt,texto,sin_clasificar,26171,25.6 KB,2026-04-03T18:18:27,c48aee8bfd1dd87feb5bbbeabdd4f56a71ed5cbb6802bf0ed045ae2e17023f1b,False
data/raw/corpus_a/AP1702-2016(45831).txt,AP1702-2016(45831).txt,.txt,texto,sin_clasificar,26442,25.8 KB,2026-04-03T18:18:28,846f408bb529e98dd3b3df1fb9fc4ce3dbbe625fc33991d3ac51740573ac9d28,False
data/raw/corpus_a/AP1726-2018(52604).txt,AP1726-2018(52604).txt,.txt,texto,sin_clasificar,13966,13.6 KB,2026-04-03T18:18:29,da31adae6e45c1627b888182bccc199ab9f229bba080d79d51ebf47735fda21e,False
data/raw/corpus_a/AP1754-2016(43050).txt,AP1754-2016(43050).txt,.txt,texto,sin_clasificar,35804,35.0 KB,2026-04-03T18:18:31,b53aed22f2beed47bba8d1902caf5e4b077b2de2c347a7af2116bd3aefb1d418,False
data/raw/corpus_a/AP176-2018(48912).txt,AP176-2018(48912).txt,.txt,texto,sin_clasificar,20013,19.5 KB,2026-04-03T18:18:32,e983b9b97abbb29e4df46e31c252bd0333a6c48e54847da5c0b4e98052a35daf,False
data/raw/corpus_a/AP1832-2017(46415).txt,AP1832-2017(46415).txt,.txt,texto,sin_clasificar,18968,18.5 KB,2026-04-03T18:18:33,34bd09225380c4a85b0a7a6a2056a25e85d30dcc7638fc47b7858f13365a065e,False
data/raw/corpus_a/AP200-2015(35423).txt,AP200-2015(35423).txt,.txt,texto,sin_clasificar,75345,73.6 KB,2026-04-03T18:18:34,78796d4989cef641f92aa0fc0e68b248641b12e48dca5ddfcd2ca4a80ad70fed,False
data/raw/corpus_a/AP2047-2020(55854).txt,AP2047-2020(55854).txt,.txt,texto,sin_clasificar,16738,16.3 KB,2026-04-03T18:18:36,db6ff4cc637a046ef561dc53122e35e231e638c5f04ae7e8cbfa76e416338dc2,False
data/raw/corpus_a/AP2205-2014(42419).txt,AP2205-2014(42419).txt,.txt,texto,sin_clasificar,43588,42.6 KB,2026-04-03T18:18:37,9b458a69587891a7a5ac68d18879cfe9589fe7b0be862482891ab7ef44a7c2ba,False
data/raw/corpus_a/AP2463-2019(46900).txt,AP2463-2019(46900).txt,.txt,texto,sin_clasificar,17502,17.1 KB,2026-04-03T18:18:38,c4e06cf6d540a2cf07f0bae82e74d26589d0b89df311c08918ac45bc468b78dc,False
data/raw/corpus_a/AP2471-2016(46921).txt,AP2471-2016(46921).txt,.txt,texto,sin_clasificar,27366,26.7 KB,2026-04-03T18:18:41,d97ad06ce8da3e66e29e3242811d0f8dbadaae48e253c29fc3eb10235b3c8ef4,False
data/raw/corpus_a/AP2534-2016(47316).txt,AP2534-2016(47316).txt,.txt,texto,sin_clasificar,55658,54.4 KB,2026-04-03T18:18:42,f264ca6bf7ac54d8a99d56c59b79fbe0b4a0da4943ae0b07d9e054793f98c182,False
data/raw/corpus_a/AP2578-2017(49790).txt,AP2578-2017(49790).txt,.txt,texto,sin_clasificar,17940,17.5 KB,2026-04-03T18:18:43,a080ea9af406065d6bf2bff3ff184af11700015ba180a08a44c59098a6c04a95,False
data/raw/corpus_a/AP2579-2015(43126).txt,AP2579-2015(43126).txt,.txt,texto,sin_clasificar,46193,45.1 KB,2026-04-03T18:18:44,288e273bc7bf1b3c5a0298740db673659b9fdf767dc94dd81fde33a97ac91550,False
data/raw/corpus_a/AP2606-2020(58002).txt,AP2606-2020(58002).txt,.txt,texto,sin_clasificar,11362,11.1 KB,2026-04-03T18:18:45,f90b2fbfa1dc1a0f33079381d91d5f7d79785745edf7fcae04290c05fc871736,False
data/raw/corpus_a/AP2610-2018(40098).txt,AP2610-2018(40098).txt,.txt,texto,sin_clasificar,28128,27.5 KB,2026-04-03T18:18:46,4ab1794a6c85acd60d93433c73f8a7800ca9c2d49b6c938d0796270124ca1dd2,False
data/raw/corpus_a/AP2617-2015(45828).txt,AP2617-2015(45828).txt,.txt,texto,sin_clasificar,18116,17.7 KB,2026-04-03T18:18:48,6f1803901fa3e628049f30dc2eeb971299b3f2175b82846f0e48d080d20e816f,False
data/raw/corpus_a/AP2687-2016(48007).txt,AP2687-2016(48007).txt,.txt,texto,sin_clasificar,6885,6.7 KB,2026-04-03T18:18:49,9ab0bee90de6b9ea5350d0ee0109a4099f9c72e6527f906d0442e06789e1ceec,False
data/raw/corpus_a/AP2706-2020(57083).txt,AP2706-2020(57083).txt,.txt,texto,sin_clasificar,14155,13.8 KB,2026-04-03T18:18:50,64e72110f6d12ddc8de29108829ea322eadb2a7e0614aa6873af9bee74176960,False
data/raw/corpus_a/AP271-2018(43546).txt,AP271-2018(43546).txt,.txt,texto,sin_clasificar,21729,21.2 KB,2026-04-03T18:18:51,f17cc36cf324e155d4d2a49b34adf732c386e645b2060903286db2dc64dc2def,False
data/raw/corpus_a/AP2739-2015(45149).txt,AP2739-2015(45149).txt,.txt,texto,sin_clasificar,33584,32.8 KB,2026-04-03T18:18:52,60faade907bc2896010e75a79c6da1d946cba7d718b04b439ffb3969a550507b,False
data/raw/corpus_a/AP2831-2014(43678).txt,AP2831-2014(43678).txt,.txt,texto,sin_clasificar,19137,18.7 KB,2026-04-03T18:18:53,c9e2ab1057778cbf44bda4443239a4c49a317aab8fcc266ff797df5b11de80eb,False
data/raw/corpus_a/AP3015-2018(50733).txt,AP3015-2018(50733).txt,.txt,texto,sin_clasificar,25067,24.5 KB,2026-04-03T18:18:55,0a53ab5e54c16b1d818fff09ae89f2f9aa5120419b1a1f788ed6cbeace11d9bd,False
data/raw/corpus_a/AP306-2016(47172)_1.txt,AP306-2016(47172)_1.txt,.txt,texto,sin_clasificar,46220,45.1 KB,2026-04-03T18:18:56,00b757dd95724018786f42d8654c41333d59e9e3ff6b71a477b18fe1df3020ad,False
data/raw/corpus_a/AP3063-2019(55334).txt,AP3063-2019(55334).txt,.txt,texto,sin_clasificar,15336,15.0 KB,2026-04-03T18:18:57,fe6d60d2ea0726d55d6efe1438011acf40deec11638580eb595a830349164ed6,False
data/raw/corpus_a/AP308-2018(50597).txt,AP308-2018(50597).txt,.txt,texto,sin_clasificar,14792,14.4 KB,2026-04-03T18:18:58,91c424f5137458517646d379c8e7f24dda3b4fc4221a4d808b6986396d055735,False
data/raw/corpus_a/AP310-2016(46299).txt,AP310-2016(46299).txt,.txt,texto,sin_clasificar,40345,39.4 KB,2026-04-03T18:19:00,ed634c1e56f53a0f34b20d505e616b7f52cd894b57c5a0c5074df1f14f4320bd,False
data/raw/corpus_a/AP3167-2016(48025).txt,AP3167-2016(48025).txt,.txt,texto,sin_clasificar,19809,19.3 KB,2026-04-03T18:19:01,4e3c1a4c0cd29dad69212677b66008bacee0739556afad85c581e06c7b6f2935,False
data/raw/corpus_a/AP3224-2016(48132).txt,AP3224-2016(48132).txt,.txt,texto,sin_clasificar,22254,21.7 KB,2026-04-03T18:19:03,b5bf9fec460bfa7a7c1b1f3e1c9dd3ff8bbed115e5f37e51a9407bdf52c57238,False
data/raw/corpus_a/AP3313-2018(52982).txt,AP3313-2018(52982).txt,.txt,texto,sin_clasificar,17578,17.2 KB,2026-04-03T18:19:03,66d709b8c5f6b768115ef9ebf89c9290c8f27119e57a15a124618bbb836a960b,False
data/raw/corpus_a/AP3355-2015(45174).txt,AP3355-2015(45174).txt,.txt,texto,sin_clasificar,24358,23.8 KB,2026-04-03T18:19:04,d43179f534e19f7d504b3f13ea88eebf1a965ca58684928d9d1efcd2d4177233,False
data/raw/corpus_a/AP3389-2016(48168).txt,AP3389-2016(48168).txt,.txt,texto,sin_clasificar,16568,16.2 KB,2026-04-03T18:19:05,4ba34d3fe0ba0cfc3c4e0b05dbc05707256159f22c6a0705ba0843a0f9f48162,False
data/raw/corpus_a/AP3405-2017(43924).txt,AP3405-2017(43924).txt,.txt,texto,sin_clasificar,91545,89.4 KB,2026-04-03T18:19:07,da1a0435090f29122152ea452c86681c2ffff75be612078b49fc3f0ee767aa76,False
data/raw/corpus_a/AP3439-2014(41752).txt,AP3439-2014(41752).txt,.txt,texto,sin_clasificar,29241,28.6 KB,2026-04-03T18:19:08,ba53acfa3816f6089e71a41cad8e28c935c5a7ef729f84d97e23cb27f0b06111,False
data/raw/corpus_a/AP3455-2014(43303).txt,AP3455-2014(43303).txt,.txt,texto,sin_clasificar,197324,192.7 KB,2026-04-03T18:19:11,ce52c2eb916a786fe0768842be78273458c8d7451eb73676dabdc315795e08e8,False
data/raw/corpus_a/AP3781-2014(43678).txt,AP3781-2014(43678).txt,.txt,texto,sin_clasificar,10697,10.4 KB,2026-04-03T18:19:12,c9d581e043e918ee83bc4b5aa71a71c131e92f4a03b0d22a4da657c30c235858,False
data/raw/corpus_a/AP4064-2016(46318).txt,AP4064-2016(46318).txt,.txt,texto,sin_clasificar,39438,38.5 KB,2026-04-03T18:19:14,cc4a5e31164b5687960f06eda8acf8e45d2c3944c485472612d9736e277ffd47,False
data/raw/corpus_a/AP4146-2017(50301).txt,AP4146-2017(50301).txt,.txt,texto,sin_clasificar,20131,19.7 KB,2026-04-03T18:19:15,219c753ddc86c92f7c1b55a199377372b7b693659f4aabbb9ec32d402dc23d71,False
data/raw/corpus_a/AP4236-2016(46895).txt,AP4236-2016(46895).txt,.txt,texto,sin_clasificar,18013,17.6 KB,2026-04-03T18:19:17,34367ffa16fa85af3810e316b65b2dc483c5b1c172c429d445efd407db03ef33,False
data/raw/corpus_a/AP4249-2014(36487).txt,AP4249-2014(36487).txt,.txt,texto,sin_clasificar,77173,75.4 KB,2026-04-03T18:19:18,bb46613a4e91f9cb72993d4f29f3a88c0a76f3962bfebf394a5a12712eb02859,False
data/raw/corpus_a/AP4401-2015(43936).txt,AP4401-2015(43936).txt,.txt,texto,sin_clasificar,16440,16.1 KB,2026-04-03T18:19:19,42d7b423860a00f7339a0ff8af5bf47f6ce4d4cf09631bdec576790c0da276ab,False
data/raw/corpus_a/AP4404-2015(45999).txt,AP4404-2015(45999).txt,.txt,texto,sin_clasificar,17685,17.3 KB,2026-04-03T18:19:21,1a5a9f9427fde358ab78caddae3c10957b6a058fa9a0bd2db7aa2d9c3cc3d940,False
data/raw/corpus_a/AP4462-2019(54916).txt,AP4462-2019(54916).txt,.txt,texto,sin_clasificar,34505,33.7 KB,2026-04-03T18:19:23,f35181d866960417edf77b0e2db33cc306c49a4f75558870021634fecd5d79e9,False
data/raw/corpus_a/AP4477-2015(45545).txt,AP4477-2015(45545).txt,.txt,texto,sin_clasificar,21811,21.3 KB,2026-04-03T18:19:24,6c26a4c6d72aae17d88fe3f81ae66459107d046fa48d063341e1b4d900993dbd,False
data/raw/corpus_a/AP4483-2014(43888).txt,AP4483-2014(43888).txt,.txt,texto,sin_clasificar,46467,45.4 KB,2026-04-03T18:19:26,e93802db7b8ac7869d6b3fb4f84194962f9f44c9c6132ec184b7aaadee801578,False
data/raw/corpus_a/AP4688-2017(50301).txt,AP4688-2017(50301).txt,.txt,texto,sin_clasificar,30413,29.7 KB,2026-04-03T18:19:28,c0a5d5bf0e9b5fc4146f9469b65a468419e8f98a5128d2017120046f65d72869,False
data/raw/corpus_a/AP4695-2017(43546).txt,AP4695-2017(43546).txt,.txt,texto,sin_clasificar,38637,37.7 KB,2026-04-03T18:19:29,277c81f63047d477480bc3b3a206de487f915f1e43733e8a7d70af75ac40487f,False
data/raw/corpus_a/AP4753-2016(47812).txt,AP4753-2016(47812).txt,.txt,texto,sin_clasificar,17260,16.9 KB,2026-04-03T18:19:30,56fc06714c91f4e47934996e8d5b3dba5b6a5223c85e6eea420e73fde40d47c1,False
data/raw/corpus_a/AP4901-2017(42589).txt,AP4901-2017(42589).txt,.txt,texto,sin_clasificar,29928,29.2 KB,2026-04-03T18:19:31,fb405f3cc2e7f3967e07bb35564d1f90a3793b5ab25352cd00e7f9bd8ea55f15,False
data/raw/corpus_a/AP4916-2017(49549)_1.txt,AP4916-2017(49549)_1.txt,.txt,texto,sin_clasificar,28992,28.3 KB,2026-04-03T18:19:33,c0fe5d7e34027064c0fe815b8cbc0b28944cb0462eb4d30106546a3ef4cfbb4b,False
data/raw/corpus_a/AP4964-2014(42764).txt,AP4964-2014(42764).txt,.txt,texto,sin_clasificar,35151,34.3 KB,2026-04-03T18:19:34,dec64e4dadd2778361650e1978dd2363fe3393a3607fe8aaca803e5e305ae90d,False
data/raw/corpus_a/AP4979-2014(44036).txt,AP4979-2014(44036).txt,.txt,texto,sin_clasificar,31847,31.1 KB,2026-04-03T18:19:35,d961b6065c369f522a68c3f4bb7d24ddda8344ac7908e40df168bd62aedee369,False
data/raw/corpus_a/AP4998-2019(56452).txt,AP4998-2019(56452).txt,.txt,texto,sin_clasificar,30859,30.1 KB,2026-04-03T18:19:37,6bf56df4a3fdd6e91d5dbd6d2918b0d7240f257bb2c6a1ef21509463112fad88,False
data/raw/corpus_a/AP5005-2014(40526).txt,AP5005-2014(40526).txt,.txt,texto,sin_clasificar,39905,39.0 KB,2026-04-03T18:19:38,9c23b631d7bc8b2d68c3f49ddbae0e7d4e4462c3ad2aa1747d886140d716f587,False
data/raw/corpus_a/AP5012-2014(43895).txt,AP5012-2014(43895).txt,.txt,texto,sin_clasificar,34173,33.4 KB,2026-04-03T18:19:40,719c012198a1b84bc5be6a6ac3f2fd7f05d2e3773ed6557578d9e8b627d6cef8,False
data/raw/corpus_a/AP505-2014.txt,AP505-2014.txt,.txt,texto,sin_clasificar,15806,15.4 KB,2026-04-03T18:19:41,2def28dab7797d3d08408ec58afe197715b3412538dd218b85d96e02749b8baa,False
data/raw/corpus_a/AP5097-2017(47089).txt,AP5097-2017(47089).txt,.txt,texto,sin_clasificar,20357,19.9 KB,2026-04-03T18:19:42,3088b85f82532c47f0d92fd1aa56f167403037c865a629ba1acf6937e27e704f,False
data/raw/corpus_a/AP5101-2015(46030).txt,AP5101-2015(46030).txt,.txt,texto,sin_clasificar,24831,24.2 KB,2026-04-03T18:19:44,e43225bb23f6ec5507758a924ca9404953e952eb315637d7af5e3a5f918a4d16,False
data/raw/corpus_a/AP5149-2015(43434).txt,AP5149-2015(43434).txt,.txt,texto,sin_clasificar,33408,32.6 KB,2026-04-03T18:19:46,7dfc4dd703f127e1ceb2f6f8a7523700d3bd561cf5bd4a792fe2592b7d365086,False
data/raw/corpus_a/AP5160-2017(42374).txt,AP5160-2017(42374).txt,.txt,texto,sin_clasificar,28766,28.1 KB,2026-04-03T18:19:47,f9db2706fb0fe28748e0e291bb86e7b35eb3cff65924b4538c0a14f20d07ff42,False
data/raw/corpus_a/AP5184-2015(46625).txt,AP5184-2015(46625).txt,.txt,texto,sin_clasificar,21827,21.3 KB,2026-04-03T18:19:48,5dc3cfeef75dafbb61befb357685606683c7853e1d8feee43a62805bfc8459a7,False
data/raw/corpus_a/AP5185-2017(42374).txt,AP5185-2017(42374).txt,.txt,texto,sin_clasificar,26995,26.4 KB,2026-04-03T18:19:50,8e9bc1810bf68ba2db16033fa13239c1b8bcbbdd82b0f7756276319bd798e385,False
data/raw/corpus_a/AP5241-2017(48996).txt,AP5241-2017(48996).txt,.txt,texto,sin_clasificar,33799,33.0 KB,2026-04-03T18:19:51,b7ab47dbf43cc74996a9db18fbacd2034fcc4f11fe5ce66c7296a21c5535fcca,False
data/raw/corpus_a/AP5246-2017(49884).txt,AP5246-2017(49884).txt,.txt,texto,sin_clasificar,13660,13.3 KB,2026-04-03T18:19:53,d5006d6264dacc7ff72b6568b4d9ff20621c74f30fda822958d48743c01243cf,False
data/raw/corpus_a/AP5248-2017(50135).txt,AP5248-2017(50135).txt,.txt,texto,sin_clasificar,40780,39.8 KB,2026-04-03T18:19:54,b4bac3b01a13e0e19bb80eb10c733500b3fa249eaa715c82091d85ff0451288f,False
data/raw/corpus_a/AP5383-2017(47089).txt,AP5383-2017(47089).txt,.txt,texto,sin_clasificar,20935,20.4 KB,2026-04-03T18:19:55,0b93129731b85271fe1b33bafb08302e75ad032b807f4b83d4b7dd5c03dc8e6e,False
data/raw/corpus_a/AP5571-2017(49088).txt,AP5571-2017(49088).txt,.txt,texto,sin_clasificar,58959,57.6 KB,2026-04-03T18:19:56,13dc8096d91e5f53f6d1f59ddf90681dcead69bc5b121b2e1940aeb886606f6e,False
data/raw/corpus_a/AP5670-2015(46386).txt,AP5670-2015(46386).txt,.txt,texto,sin_clasificar,26530,25.9 KB,2026-04-03T18:19:58,1cb3c49ba2201a42edde466f68c7a326bd4276ee706bccc7fbb94c3c8f237a2f,False
data/raw/corpus_a/AP5708-2017(48996).txt,AP5708-2017(48996).txt,.txt,texto,sin_clasificar,20834,20.3 KB,2026-04-03T18:19:59,29908505aec8eb1e68805ccc43bd67254a5b334fd0a7417a291c6f58d2d3af2c,False
data/raw/corpus_a/AP5715-2016(47538).txt,AP5715-2016(47538).txt,.txt,texto,sin_clasificar,12163,11.9 KB,2026-04-03T18:20:00,aadb30a3ab42a42f8b8a9cfc334f99772a1b8a84c9650258a1109ddb0cf45046,False
data/raw/corpus_a/AP5759-2014(35677).txt,AP5759-2014(35677).txt,.txt,texto,sin_clasificar,13389,13.1 KB,2026-04-03T18:20:02,f3f61a47fe76ae808c89e710cce1a9b56565f862c6f828bd0952d046e59911d4,False
data/raw/corpus_a/AP5765-2014(35983).txt,AP5765-2014(35983).txt,.txt,texto,sin_clasificar,8647,8.4 KB,2026-04-03T18:20:03,8ac1b626722d0c8ea57203973d559e2319472c6f877294f603ab2baa4c2982ac,False
data/raw/corpus_a/AP5767-2014(38961).txt,AP5767-2014(38961).txt,.txt,texto,sin_clasificar,12274,12.0 KB,2026-04-03T18:20:04,b9d3763d8f416f9d6adb41f899858d06fd8410d3830658ad1ecfa4c360db9385,False
data/raw/corpus_a/AP5769-2016(48507).txt,AP5769-2016(48507).txt,.txt,texto,sin_clasificar,28057,27.4 KB,2026-04-03T18:20:06,e5c350840761a51083364d66acec52cd6ad7a568217e5cae4b29f2dfa6a7634e,False
data/raw/corpus_a/AP5775-2017(47937).txt,AP5775-2017(47937).txt,.txt,texto,sin_clasificar,61053,59.6 KB,2026-04-03T18:20:07,81d076f4332ff856efd4c9325a432302ba01e8e25d8f0b873b693e0d00624410,False
data/raw/corpus_a/AP5854-2017(46043).txt,AP5854-2017(46043).txt,.txt,texto,sin_clasificar,24823,24.2 KB,2026-04-03T18:20:09,7ac5dd0e3297574003683675ae413c992e82b6ce2ba3921fc97b7f042f4d4147,False
data/raw/corpus_a/AP5870-2017(48100).txt,AP5870-2017(48100).txt,.txt,texto,sin_clasificar,18921,18.5 KB,2026-04-03T18:20:10,8d48d39500028dc43fdb623ada59177d1f99b2dbeaf175deafcc5f09d8ddecdf,False
data/raw/corpus_a/AP5902-2016(48410).txt,AP5902-2016(48410).txt,.txt,texto,sin_clasificar,17759,17.3 KB,2026-04-03T18:20:11,d9a0a161a83b1b751fed3d709ffbd70d863f17eb05f9826a1df5a473cd6fe66b,False
data/raw/corpus_a/AP6398-2017(40098).txt,AP6398-2017(40098).txt,.txt,texto,sin_clasificar,31469,30.7 KB,2026-04-03T18:20:13,5709cccc73c2a5a292d4102b4668f1b8bc449fa64993a67183af4a80c42f719a,False
data/raw/corpus_a/AP6551-2016(48560)_1.txt,AP6551-2016(48560)_1.txt,.txt,texto,sin_clasificar,6876,6.7 KB,2026-04-03T18:20:14,0708b8ebf4d0887fd7e14f6412b50820edb507b1c08b8f5ec2450a6c9578a4e0,False
data/raw/corpus_a/AP6563-2016(47919).txt,AP6563-2016(47919).txt,.txt,texto,sin_clasificar,11898,11.6 KB,2026-04-03T18:20:15,07b599617c043a1daa6a7c3e69843985b573bc3cedfef028ea162e29db781200,False
data/raw/corpus_a/AP6662-2016(45787).txt,AP6662-2016(45787).txt,.txt,texto,sin_clasificar,31613,30.9 KB,2026-04-03T18:20:17,0bbcee858884cfaa9b4210abed2ddf0f3563aca28b815ddc8977443b47b0d4ae,False
data/raw/corpus_a/AP6731-2017(44876).txt,AP6731-2017(44876).txt,.txt,texto,sin_clasificar,17342,16.9 KB,2026-04-03T18:20:19,f82fbdaed2f7d2e5a10310e0e43b60738e91caaff557150805e16b4e1b445034,False
data/raw/corpus_a/AP6733-2017(48520).txt,AP6733-2017(48520).txt,.txt,texto,sin_clasificar,22797,22.3 KB,2026-04-03T18:20:20,390ab034d9b3ac2f2adf28477ea620355f0f1ae86112c86b745881fc65b669de,False
data/raw/corpus_a/AP6734-2017(48520).txt,AP6734-2017(48520).txt,.txt,texto,sin_clasificar,23212,22.7 KB,2026-04-03T18:20:21,9a465980491d993d06e77736575d767abf761a355bc6b874a66f7148fafad176,False
data/raw/corpus_a/AP6739-2017(50135).txt,AP6739-2017(50135).txt,.txt,texto,sin_clasificar,33454,32.7 KB,2026-04-03T18:20:23,e625055e8213d07a73809dbf361c0578314feb4b7a51a9f97342a64bcfab738e,False
data/raw/corpus_a/AP6799-2017(47089).txt,AP6799-2017(47089).txt,.txt,texto,sin_clasificar,16150,15.8 KB,2026-04-03T18:20:24,73daa43315afb315b7f551915407136a3c96f9705b7e4ccbe325b9cbe619210c,False
data/raw/corpus_a/AP6886-2015(44163).txt,AP6886-2015(44163).txt,.txt,texto,sin_clasificar,36274,35.4 KB,2026-04-03T18:20:26,b42746de46109967d65fb2f3ec39f836231c588b4f187a85e053d5351bd895f3,False
data/raw/corpus_a/AP6888-2014(40952).txt,AP6888-2014(40952).txt,.txt,texto,sin_clasificar,20808,20.3 KB,2026-04-03T18:20:27,1f48d875d5dfea8cd6fb305d3e38bd974923f8d23400e5d21287557eeaa6fecc,False
data/raw/corpus_a/AP6934-2015(46048).txt,AP6934-2015(46048).txt,.txt,texto,sin_clasificar,28217,27.6 KB,2026-04-03T18:20:29,8814e86a97431bacd6acab93e5718c6ef588a1ec8a0a5d2add5a475ffda0d23b,False
data/raw/corpus_a/AP7052-2017(48100).txt,AP7052-2017(48100).txt,.txt,texto,sin_clasificar,19251,18.8 KB,2026-04-03T18:20:30,8a9ad331be1c1f4012d96ee02e61fef5955eeef3254d11256da97c67966335cc,False
data/raw/corpus_a/AP7072-2016(47576).txt,AP7072-2016(47576).txt,.txt,texto,sin_clasificar,8409,8.2 KB,2026-04-03T18:20:31,42ca02da29addc5dac5efa683b4dac0b22ee0fae7f42d7fd75fd1ebf9be3acf0,False
data/raw/corpus_a/AP7127-2017(49321).txt,AP7127-2017(49321).txt,.txt,texto,sin_clasificar,18120,17.7 KB,2026-04-03T18:20:33,332dccb1aa3cee6250f481de2ca1e348436b6cb28a009a7cdfed34364cc864ea,False
data/raw/corpus_a/AP7171-2017(48583).txt,AP7171-2017(48583).txt,.txt,texto,sin_clasificar,14924,14.6 KB,2026-04-03T18:20:34,deb44a2a2473a1edbbe0995c58e4924b7890a5c1882b3cbae5cdd68fbaaf0876,False
data/raw/corpus_a/AP7179-2014(42277).txt,AP7179-2014(42277).txt,.txt,texto,sin_clasificar,81516,79.6 KB,2026-04-03T18:20:35,0942a3e9e9131c718aa4f2bc1907298035f442fcd369a5a05c85ec2843046376,False
data/raw/corpus_a/AP7242-2014(38393).txt,AP7242-2014(38393).txt,.txt,texto,sin_clasificar,32140,31.4 KB,2026-04-03T18:20:37,da39bb09a3bad096f89b7243fe88dced85d006221b1ec80598a05e39ab2c8099,False
data/raw/corpus_a/AP7260-2014(44953)_1.txt,AP7260-2014(44953)_1.txt,.txt,texto,sin_clasificar,10987,10.7 KB,2026-04-03T18:20:38,a35538942b0163953d4e461fd7948785b0c0ab017a6c7b8b2a9028080d8dc1a2,False
